Reading Airport file from airports.txt
There were 5740 Airports with IATA code
Reading Routes file from routes.txt
There were 68292 Routes with IATA code
Airport: [YXJ] Fort St John, Canada
Airport: [TZX] Trabzon, Turkey
Airport: [POI] Capitan Nicolas Rojas, Bolivia
Airport: [FBM] Lubumbashi Intl, Congo (Kinshasa)
Airport: [FKQ] Fak Fak, Indonesia
Airport: [ROT] Rotorua, New Zealand
Airport: [RAP] Rapid City Regional Airport, United States
Airport: [SBH] Saint Barthelemy, France
Airport: [HAU] Karmoy, Norway
Airport: [AOK] Karpathos, Greece
Airport: [SKB] Robert L Bradshaw, Saint Kitts and Nevis
Airport: [PLW] Mutiara, Indonesia
Airport: [SEB] Sebha, Libya
Airport: [MRY] Monterey Peninsula, United States
Airport: [YIN] Yining Airport, China
Airport: [ZAZ] Zaragoza Ab, Spain
Airport: [SFN] Sauce Viejo, Argentina
Airport: [MQH] Minacu Airport, Brazil
Airport: [FSZ] Mt. Fuji Shizuoka Airport, Japan
Airport: [NVT] Ministro Victor Konder Intl, Brazil
Airport: [LWY] Lawas Airport, Malaysia
Airport: [YVB] Bonaventure Airport, Canada
Airport: [KYU] Koyukuk Airport, United States
Airport: [HYN] Huangyan Luqiao Airport, China
Airport: [URG] Rubem Berta, Brazil
Airport: [SDK] Sandakan, Malaysia
Airport: [IPA] Ipota Airport, Vanuatu
Airport: [FTA] Futuna Airport, Vanuatu
Airport: [DLY] Dillon's Bay Airport, Vanuatu
Airport: [AWD] Aniwa Airport, Vanuatu
Airport: [AUY] Anelghowhat Airport, Vanuatu
Airport: [BVB] Boa Vista, Brazil
Airport: [GTF] Great Falls Intl, United States
Airport: [JNG] Jining Airport , China
Airport: [RKT] Ras Al Khaimah Intl, United Arab Emirates
Airport: [BVH] Vilhena, Brazil
Airport: [TIM] Moses Kilangin, Indonesia
Airport: [PGF] Rivesaltes, France
Airport: [PMW] Palmas, Brazil
Airport: [TWU] Tawau, Malaysia
Airport: [HGD] Hughenden Airport, Australia
Airport: [YQM] Greater Moncton Intl, Canada
Airport: [PNZ] Senador Nilo Coelho, Brazil
Airport: [BTJ] Sultan Iskandarmuda, Indonesia
Airport: [UMD] Uummannaq Heliport, Greenland
Airport: [PIZ] Point Lay Lrrs, United States
Airport: [LVI] Livingstone, Zambia
Airport: [WRG] Wrangell Airport, United States
Airport: [AUU] Aurukun Airport, Australia
Airport: [UKK] Ust Kamenogorsk Airport, Kazakhstan
Airport: [TIF] Taif, Saudi Arabia
Airport: [SVI] Eduardo Falla Solano, Colombia
Airport: [OAL] Marktoberdorf BF, Germany
Airport: [CRW] Yeager, United States
Airport: [MLS] Frank Wiley Field, United States
Airport: [SDY] Sidney-Richland Municipal Airport, United States
Airport: [HRK] Osnova International Airport, Ukraine
Airport: [IGG] Igiugig Airport, United States
Airport: [KPV] Perryville Airport, United States
Airport: [YRG] Rigolet Airport, Canada
Airport: [HLZ] Hamilton, New Zealand
Airport: [NSN] Nelson, New Zealand
Airport: [NDY] Sanday Airport, United Kingdom
Airport: [SOY] Stronsay Airport, United Kingdom
Airport: [AOI] Falconara, Italy
Airport: [OUD] Angads, Morocco
Airport: [BRQ] Turany, Czech Republic
Airport: [WUS] Nanping Wuyishan Airport, China
Airport: [HDY] Hat Yai Intl, Thailand
Airport: [HMA] Khanty Mansiysk Airport, Russia
Airport: [TLJ] Tatalina Lrrs, United States
Airport: [JHS] Sisimiut Airport, Greenland
Airport: [JSU] Maniitsoq Airport, Greenland
Airport: [RZE] Jasionka, Poland
Airport: [BAZ] Barcelos Airport, Brazil
Airport: [SVJ] Svolvær Helle Airport, Norway
Airport: [BTK] Bratsk, Russia
Airport: [NYM] Nadym Airport, Russia
Airport: [PTU] Platinum, United States
Airport: [CVN] Clovis Muni, United States
Airport: [BMY] Belep Islands Airport, New Caledonia
Airport: [RMT] Rimatara, French Polynesia
Airport: [RVV] Raivavae Airport, French Polynesia
Airport: [DDC] Dodge City Regional Airport, United States
Airport: [AXT] Akita, Japan
Airport: [YYE] Fort Nelson, Canada
Airport: [BFF] Western Nebraska Regional Airport, United States
Airport: [AIA] Alliance Municipal Airport, United States
Airport: [ABK] Kabri Dehar Airport, Ethiopia
Airport: [GDE] Gode Airport, Ethiopia
Airport: [JDO] Orlando Bezerra de Menezes Airport, Brazil
Airport: [IXZ] Port Blair, India
Airport: [TTN] Trenton Mercer, United States
Airport: [JPR] Ji-Paraná Airport, Brazil
Airport: [KVD] Ganja Airport, Azerbaijan
Airport: [BRA] Barreiras Airport, Brazil
Airport: [TAM] General Francisco Javier Mina Intl, Mexico
Airport: [LBB] Lubbock Preston Smith Intl, United States
Airport: [TRZ] Trichy, India
Airport: [MUX] Multan Intl, Pakistan
Airport: [LCG] A Coruna, Spain
Airport: [GDZ] Gelendzik, Russia
Airport: [SWJ] Southwest Bay Airport, Vanuatu
Airport: [LPM] Lamap Airport, Vanuatu
Airport: [GPS] Seymour, Ecuador
Airport: [NZH] Manzhouli, China
Airport: [ALH] Albany Airport, Australia
Airport: [BQB] Brusselton, Australia
Airport: [MAF] Midland Intl, United States
Airport: [ULO] Ulaangom Airport, Mongolia
Airport: [NKM] Nagoya Airport, Japan
Airport: [GES] General Santos International Airport, Philippines
Airport: [LUK] Cincinnati Muni Lunken Fld, United States
Airport: [MQN] Røssvoll Airport, Norway
Airport: [ACY] Atlantic City Intl, United States
Airport: [BHQ] Broken Hill Airport, Australia
Airport: [ZIH] Ixtapa Zihuatanejo Intl, Mexico
Airport: [YBL] Campbell River, Canada
Airport: [BNN] Bronnoy, Norway
Airport: [VAI] Vanimo Airport, Papua New Guinea
Airport: [BBA] Balmaceda, Chile
Airport: [SNU] Abel Santamaria, Cuba
Airport: [ASW] Aswan Intl, Egypt
Airport: [YGZ] Grise Fiord Airport, Canada
Airport: [IXS] Silchar, India
Airport: [KOW] Ganzhou Airport, China
Airport: [TRK] Juwata, Indonesia
Airport: [NTN] Normanton Airport, Australia
Airport: [ATW] Appleton, United States
Airport: [YPN] Port Menier, Canada
Airport: [LLA] Kallax, Sweden
Airport: [OIT] Oita, Japan
Airport: [AET] Allakaket Airport, United States
Airport: [YBG] Bagotville, Canada
Airport: [CXI] Cassidy Intl, Kiribati
Airport: [LUG] Lugano, Switzerland
Airport: [TUU] Tabuk, Saudi Arabia
Airport: [AKX] Aktyubinsk, Kazakhstan
Airport: [RMA] Roma Airport, Australia
Airport: [FLW] Flores, Portugal
Airport: [ANX] Andenes, Norway
Airport: [MOQ] Morondava, Madagascar
Airport: [ISN] Sloulin Fld Intl, United States
Airport: [SOJ] Sorkjosen Airport, Norway
Airport: [CCF] Salvaza, France
Airport: [CNY] Canyonlands Field, United States
Airport: [LYI] Shubuling Airport, China
Airport: [OMH] Uromiyeh Airport, Iran
Airport: [YOG] Ogoki Post Airport, Canada
Airport: [CKD] Crooked Creek Airport, United States
Airport: [ZCO] Maquehue, Chile
Airport: [BMI] Central Illinois Rgnl, United States
Airport: [KAN] Mallam Aminu Intl, Nigeria
Airport: [NOS] Fascene, Madagascar
Airport: [CIT] Shymkent, Kazakhstan
Airport: [YWL] Williams Lake, Canada
Airport: [DAT] Datong Airport, China
Airport: [GTE] Groote Eylandt Airport, Australia
Airport: [GOV] Gove Airport, Australia
Airport: [BLK] Blackpool, United Kingdom
Airport: [CIF] Chifeng Airport, China
Airport: [STI] Cibao Intl, Dominican Republic
Airport: [FCA] Glacier Park Intl, United States
Airport: [ZHA] Zhanjiang Airport, China
Airport: [KLW] Klawock Airport, United States
Airport: [CFS] Coffs Harbour, Australia
Airport: [EGO] Belgorod International Airport, Russia
Airport: [YHY] Hay River, Canada
Airport: [KBV] Krabi, Thailand
Airport: [TNO] Cabo Velas Airport, Costa Rica
Airport: [SAF] Santa Fe Muni, United States
Airport: [NOB] Nosara, Costa Rica
Airport: [YGQ] Geraldton Greenstone Regional, Canada
Airport: [VOZ] Chertovitskoye, Russia
Airport: [WRY] Westray Airport, United Kingdom
Airport: [NRL] North Ronaldsay Airport, United Kingdom
Airport: [CMP] Campo Alegre Airport, Brazil
Airport: [HIA] Huai An Lianshui Airport, China
Airport: [YAK] Yakutat, United States
Airport: [IGM] Kingman Airport, United States
Airport: [KER] Kerman, Iran
Airport: [RDM] Roberts Fld, United States
Airport: [LBJ] Mutiara Ii, Indonesia
Airport: [VGO] Vigo, Spain
Airport: [AIT] Aitutaki, Cook Islands
Airport: [PET] Pelotas, Brazil
Airport: [PSR] Pescara, Italy
Airport: [BWT] Wynyard Airport, Australia
Airport: [BNK] Ballina Byron Gateway, Australia
Airport: [UME] Umea, Sweden
Airport: [ECP] Panama City-NW Florida Bea., United States
Airport: [GLT] Gladstone Airport, Australia
Airport: [KUT] Kopitnari, Georgia
Airport: [CCC] Cayo Coco Airport, Cuba
Airport: [ZAL] Pichoy, Chile
Airport: [BGA] Palonegro, Colombia
Airport: [HTY] Hatay Airport, Turkey
Airport: [NDJ] Ndjamena Hassan Djamous, Chad
Airport: [LPU] Long Apung Airport, Indonesia
Airport: [TTR] Tana Toraja Airport, Indonesia
Airport: [OCC] Francisco De Orellana, Ecuador
Airport: [DIB] Dibrugarh Airport, India
Airport: [KET] Kengtung, Burma
Airport: [AHE] Ahe Airport, French Polynesia
Airport: [FUG] Fuyang Airport, China
Airport: [MCP] Macapa, Brazil
Airport: [HUS] Hughes Airport, United States
Airport: [GGT] Exuma Intl, Bahamas
Airport: [CUQ] Coen Airport, Australia
Airport: [ANM] Antsirabato, Madagascar
Airport: [JTC] Bauru-Arealva, Brazil
Airport: [YAM] Sault Ste Marie, Canada
Airport: [SKZ] Sukkur, Pakistan
Airport: [EXI] Excursion Inlet Seaplane Base, United States
Airport: [KAE] Kake Seaplane Base, United States
Airport: [MAJ] Marshall Islands Intl, Marshall Islands
Airport: [VOG] Gumrak, Russia
Airport: [LSI] Sumburgh, United Kingdom
Airport: [PUB] Pueblo Memorial, United States
Airport: [TKK] Chuuk Intl, Micronesia
Airport: [FMO] Munster Osnabruck, Germany
Airport: [ELS] East London, South Africa
Airport: [TUO] Taupo, New Zealand
Airport: [WAG] Wanganui, New Zealand
Airport: [HVG] Valan, Norway
Airport: [IAS] Iasi, Romania
Airport: [YXT] Terrace, Canada
Airport: [TRC] Torreon Intl, Mexico
Airport: [WTK] Noatak Airport, United States
Airport: [WLK] Selawik Airport, United States
Airport: [AGU] Jesus Teran Intl, Mexico
Airport: [RFD] Chicago Rockford International Airport , United States
Airport: [TMC] Tambolaka Airport, Indonesia
Airport: [VNX] Vilankulo, Mozambique
Airport: [PKY] Tjilik Riwut, Indonesia
Airport: [TAI] Taiz Intl, Yemen
Airport: [MMB] Memanbetsu, Japan
Airport: [CFC] Carlos Alberto da Costa Neves Airport, Brazil
Airport: [SRV] Stony River 2 Airport, United States
Airport: [HUX] Bahias De Huatulco Intl, Mexico
Airport: [TLH] Tallahassee Rgnl, United States
Airport: [SMS] Sainte Marie, Madagascar
Airport: [WXN] Wanxian Airport, China
Airport: [TGZ] Angel Albino Corzo, Mexico
Airport: [MCY] Sunshine Coast, Australia
Airport: [LYA] Luoyang Airport, China
Airport: [ENA] Kenai Muni, United States
Airport: [VDZ] Valdez Pioneer Fld, United States
Airport: [AXA] Wallblake, Anguilla
Airport: [BGF] Bangui M Poko, Central African Republic
Airport: [LMP] Lampedusa, Italy
Airport: [YTF] Alma Airport, Canada
Airport: [IDA] Idaho Falls Rgnl, United States
Airport: [LBF] North Platte Regional Airport Lee Bird Field, United States
Airport: [CUE] Mariscal Lamar, Ecuador
Airport: [ELH] North Eleuthera, Bahamas
Airport: [GLK] Galcaio Airport, Somalia
Airport: [WRL] Worland Municipal Airport, United States
Airport: [AIU] Atiu Island Airport, Cook Islands
Airport: [YNZ] Yancheng Airport, China
Airport: [BBK] Kasane, Botswana
Airport: [MNT] Minto Airport, United States
Airport: [IRC] Circle City Airport, United States
Airport: [TUK] Turbat International Airport, Pakistan
Airport: [VAG] Major Brigadeiro Trompowsky, Brazil
Airport: [JDZ] Jingdezhen Airport, China
Airport: [SLL] Salalah, Oman
Airport: [CIH] Changzhi Airport, China
Airport: [MUN] Maturin, Venezuela
Airport: [ITO] Hilo Intl, United States
Airport: [SHV] Shreveport Rgnl, United States
Airport: [ELC] Elcho Island Airport, Australia
Airport: [MGT] Milingimbi Airport, Australia
Airport: [LGL] Long Lellang Airport, Malaysia
Airport: [ODN] Long Seridan Airport, Malaysia
Airport: [BBN] Bario Airport, Malaysia
Airport: [LKH] Long Akah Airport, Malaysia
Airport: [GNV] Gainesville Rgnl, United States
Airport: [AJL] Aizawl, India
Airport: [JGS] Jing Gang Shan Airport, China
Airport: [SRQ] Sarasota Bradenton Intl, United States
Airport: [MPH] Godofredo P, Philippines
Airport: [BXU] Butuan, Philippines
Airport: [OZC] Ozamis, Philippines
Airport: [VAW] Svartnes Airport, Norway
Airport: [HRL] Valley Intl, United States
Airport: [SOG] Sogndal Airport, Norway
Airport: [TOY] Toyama, Japan
Airport: [VXE] Sao Pedro, Cape Verde
Airport: [RET] Røst Airport, Norway
Airport: [SPC] La Palma, Spain
Airport: [AYQ] Ayers Rock, Australia
Airport: [HON] Huron Rgnl, United States
Airport: [PKZ] Pakse, Laos
Airport: [JGN] Jiayuguan Airport, China
Airport: [GTO] Jalaluddin, Indonesia
Airport: [PHF] Newport News Williamsburg Intl, United States
Airport: [FTE] El Calafate, Argentina
Airport: [BYC] Yacuiba, Bolivia
Airport: [YXY] Whitehorse Intl, Canada
Airport: [PEM] Padre Aldamiz, Peru
Airport: [AGM] Tasiilaq, Greenland
Airport: [RIB] Capitán Av. Selin Zeitun Lopez Airport, Bolivia
Airport: [REL] Almirante Zar, Argentina
Airport: [GJT] Grand Junction Regional, United States
Airport: [AGH] Ängelholm-Helsingborg Airport, Sweden
Airport: [SRY] Sari Dasht E Naz Airport, Iran
Airport: [ITB] Cachimbo, Brazil
Airport: [ASE] Aspen Pitkin County Sardy Field, United States
Airport: [YRJ] Roberval, Canada
Airport: [LKL] Banak, Norway
Airport: [SCY] San Cristóbal Airport, Ecuador
Airport: [ATM] Altamira, Brazil
Airport: [ELV] Elfin Cove Seaplane Base, United States
Airport: [TKE] Tenakee Seaplane Base, United States
Airport: [GZT] Oguzeli, Turkey
Airport: [GVR] Governador Valadares Airport, Brazil
Airport: [YAG] Fort Frances Municipal Airport, Canada
Airport: [OHE] Heilongjiang Mohe Airport, China
Airport: [KUH] Kushiro Airport, Japan
Airport: [HTS] Tri State Milton J Ferguson Field, United States
Airport: [LRS] Leros, Greece
Airport: [MIM] Merimbula Airport, Australia
Airport: [CXR] Cam Ranh Airport, Vietnam
Airport: [DRK] Drake Bay Airport, Costa Rica
Airport: [TMU] Tambor Airport, Costa Rica
Airport: [YXU] London, Canada
Airport: [EOI] Eday Airport, United Kingdom
Airport: [TUC] Teniente Benjamin Matienzo, Argentina
Airport: [UAQ] San Juan, Argentina
Airport: [PDP] Capitan Corbeta C A Curbelo International Airport, Uruguay
Airport: [YQX] Gander Intl, Canada
Airport: [AVP] Wilkes Barre Scranton Intl, United States
Airport: [YYG] Charlottetown, Canada
Airport: [QSF] Ain Arnat Airport, Algeria
Airport: [IBE] Perales, Colombia
Airport: [MTR] Los Garzones, Colombia
Airport: [YHP] Poplar Hill Airport, Canada
Airport: [VII] Vinh Airport, Vietnam
Airport: [MCX] Uytash, Russia
Airport: [YNB] Yenbo, Saudi Arabia
Airport: [HMB] Sohag International, Egypt
Airport: [KWM] Kowanyama Airport, Australia
Airport: [EDR] Pormpuraaw Airport, Australia
Airport: [PCR] Puerto Carreno, Colombia
Airport: [PDA] Obando Airport, Colombia
Airport: [BUS] Batumi, Georgia
Airport: [JHM] Kapalua, United States
Airport: [GRQ] Eelde, Netherlands
Airport: [GRP] Gurupi Airport, Brazil
Airport: [CAW] Bartolomeu Lisandro, Brazil
Airport: [SMR] Simon Bolivar, Colombia
Airport: [GPA] Araxos, Greece
Airport: [LUQ] San Luis, Argentina
Airport: [UGC] Urgench Airport, Uzbekistan
Airport: [VFA] Victoria Falls Intl, Zimbabwe
Airport: [MWZ] Mwanza, Tanzania
Airport: [STS] Charles M Schulz Sonoma Co, United States
Airport: [UTH] Udon Thani, Thailand
Airport: [REX] General Lucio Blanco Intl, Mexico
Airport: [IXM] Madurai, India
Airport: [UDR] Udaipur, India
Airport: [TAK] Takamatsu, Japan
Airport: [PMZ] Palmar Sur, Costa Rica
Airport: [YKA] Kamloops, Canada
Airport: [CVU] Corvo Airport, Portugal
Airport: [INZ] In Salah, Algeria
Airport: [ZLO] Playa De Oro Intl, Mexico
Airport: [GWT] Westerland Sylt, Germany
Airport: [TLM] Zenata, Algeria
Airport: [IAG] Niagara Falls Intl, United States
Airport: [OAX] Xoxocotlan Intl, Mexico
Airport: [ORI] Port Lions Airport, United States
Airport: [KCZ] Kochi, Japan
Airport: [INN] Innsbruck, Austria
Airport: [YQZ] Quesnel, Canada
Airport: [DNK] Dnipropetrovsk Intl, Ukraine
Airport: [RDZ] Marcillac, France
Airport: [GEO] Cheddi Jagan Intl, Guyana
Airport: [LRR] Lar Airport, Iran
Airport: [RSA] Santa Rosa, Argentina
Airport: [CFB] Cabo Frio International Airport, Brazil
Airport: [UCT] Ukhta, Russia
Airport: [CHO] Charlottesville-Albemarle, United States
Airport: [YUB] Tuktoyaktuk, Canada
Airport: [YPC] Paulatuk, Canada
Airport: [MFE] Mc Allen Miller Intl, United States
Airport: [LWS] Lewiston Nez Perce Co, United States
Airport: [VVZ] Illizi Takhamalt, Algeria
Airport: [KDI] Wolter Monginsidi, Indonesia
Airport: [EBA] Marina Di Campo, Italy
Airport: [CLM] William R Fairchild International Airport, United States
Airport: [AEY] Akureyri, Iceland
Airport: [EGS] Egilsstadir, Iceland
Airport: [IFJ] Isafjordur, Iceland
Airport: [ADU] Ardabil Airport, Iran
Airport: [ISU] Sulaymaniyah International Airport, Iraq
Airport: [SYY] Stornoway, United Kingdom
Airport: [AJR] Arvidsjaur, Sweden
Airport: [MQP] Kruger Mpumalanga International Airport, South Africa
Airport: [LBS] Labasa Airport, Fiji
Airport: [KDV] Vunisea Airport, Fiji
Airport: [HSN] Zhoushan Airport, China
Airport: [SKT] Sialkot Airport, Pakistan
Airport: [PPV] Port Protection Seaplane Base, United States
Airport: [WWP] North Whale Seaplane Base, United States
Airport: [UEL] Quelimane, Mozambique
Airport: [VQS] Vieques Airport, Puerto Rico
Airport: [IXD] Allahabad, India
Airport: [KGE] Kagau Island Airport, Solomon Islands
Airport: [BAS] Ballalae Airport, Solomon Islands
Airport: [CHY] Choiseul Bay Airport, Solomon Islands
Airport: [PBH] Paro, Bhutan
Airport: [IXL] Leh, India
Airport: [YDP] Nain Airport, Canada
Airport: [PTH] Port Heiden Airport, United States
Airport: [KLL] Levelock Airport, United States
Airport: [KCQ] Chignik Lake Airport, United States
Airport: [EGX] Egegik Airport, United States
Airport: [PIP] Pilot Point Airport, United States
Airport: [YFH] Fort Hope Airport, Canada
Airport: [NBC] Begishevo, Russia
Airport: [SZZ] Goleniow, Poland
Airport: [GFN] Grafton Airport, Australia
Airport: [YFS] Fort Simpson, Canada
Airport: [CCK] Cocos Keeling Island Airport, Cocos (Keeling) Islands
Airport: [LAN] Capital City, United States
Airport: [SDD] Lubango, Angola
Airport: [TME] Tame, Colombia
Airport: [RVE] Los Colonizadores Airport, Colombia
Airport: [NPL] New Plymouth, New Zealand
Airport: [TRG] Tauranga, New Zealand
Airport: [BHE] Woodbourne, New Zealand
Airport: [NPE] Napier, New Zealand
Airport: [GPT] Gulfport-Biloxi, United States
Airport: [NIB] Nikolai Airport, United States
Airport: [TCT] Takotna Airport, United States
Airport: [YYD] Smithers, Canada
Airport: [LRD] Laredo Intl, United States
Airport: [ABX] Albury, Australia
Airport: [AAE] Annaba, Algeria
Airport: [PBC] Hermanos Serdan Intl, Mexico
Airport: [UYN] Yulin Airport, China
Airport: [FON] Arenal Airport, Costa Rica
Airport: [LTI] Altai Airport, Mongolia
Airport: [BYN] Bayankhongor Airport, Mongolia
Airport: [BIR] Biratnagar, Nepal
Airport: [TMI] Tumling Tar, Nepal
Airport: [BGR] Bangor Intl, United States
Airport: [SDV] Sde Dov, Israel
Airport: [AOJ] Aomori, Japan
Airport: [HDF] Heringsdorf Airport, Germany
Airport: [YBP] Yibin, China
Airport: [DJB] Sultan Thaha, Indonesia
Airport: [PGK] Depati Amir, Indonesia
Airport: [TKG] Radin Inten II (Branti) Airport, Indonesia
Airport: [LEQ] Land's End / St. Just Airport, United Kingdom
Airport: [TKU] Turku, Finland
Airport: [BZR] Vias, France
Airport: [IAM] In Amenas, Algeria
Airport: [TOF] Tomsk Bogashevo Airport, Russia
Airport: [RBQ] Rurrenabaque Airport, Bolivia
Airport: [PZH] Zhob, Pakistan
Airport: [MLL] Marshall Don Hunter Sr. Airport, United States
Airport: [GNU] Goodnews Airport, United States
Airport: [JMU] Jiamusi Airport, China
Airport: [HLA] Lanseria, South Africa
Airport: [DPL] Dipolog, Philippines
Airport: [MOV] Moranbah Airport, Australia
Airport: [XIL] Xilinhot Airport, China
Airport: [ASV] Amboseli Airport, Kenya
Airport: [UKA] Ukunda Airport, Kenya
Airport: [NJF] Al Najaf International Airport, Iraq
Airport: [ZEL] Bella Bella Airport, Canada
Airport: [ZQW] Zweibruecken, Germany
Airport: [HOV] Hovden, Norway
Airport: [CUC] Camilo Daza, Colombia
Airport: [BFN] Bloemfontein Intl, South Africa
Airport: [DCM] Mazamet, France
Airport: [HOD] Hodeidah Intl, Yemen
Airport: [GPZ] Grand Rapids Itasca County, United States
Airport: [ZNA] Nanaimo Harbour Water Airport, Canada
Airport: [HAA] Hasvik, Norway
Airport: [PNL] Pantelleria, Italy
Airport: [PDS] Piedras Negras Intl, Mexico
Airport: [CMW] Ignacio Agramonte Intl, Cuba
Airport: [GRJ] George, South Africa
Airport: [BHS] Bathurst Airport, Australia
Airport: [GFF] Griffith Airport, Australia
Airport: [NRA] Narrandera Airport, Australia
Airport: [PKE] Parkes Airport, Australia
Airport: [GKA] Goroka, Papua New Guinea
Airport: [DBO] Dubbo, Australia
Airport: [RVK] Ryum Airport, Norway
Airport: [NDG] Qiqihar Sanjiazi Airport, China
Airport: [TLN] Le Palyvestre, France
Airport: [MOB] Mobile Rgnl, United States
Airport: [GLH] Mid Delta Regional Airport, United States
Airport: [MOC] Mario Ribeiro, Brazil
Airport: [VLL] Valladolid, Spain
Airport: [CJJ] Cheongju International Airport, South Korea
Airport: [VPS] Eglin Afb, United States
Airport: [SCN] Saarbrucken, Germany
Airport: [CYB] Gerrard Smith Intl, Cayman Islands
Airport: [LMM] Valle Del Fuerte Intl, Mexico
Airport: [BJA] Soummam, Algeria
Airport: [VCA] Trà Nóc Airport, Vietnam
Airport: [CUF] Levaldigi, Italy
Airport: [KYK] Karuluk Airport, United States
Airport: [KZB] Zachar Bay Seaplane Base, United States
Airport: [LSA] Losuia Airport, Papua New Guinea
Airport: [MIS] Misima Island Airport, Papua New Guinea
Airport: [ZUM] Churchill Falls Airport, Canada
Airport: [TAE] Daegu Ab, South Korea
Airport: [INH] Inhambane, Mozambique
Airport: [JUJ] Jujuy, Argentina
Airport: [AXP] Spring Point, Bahamas
Airport: [CRI] Colonel Hill Airport, Bahamas
Airport: [FSP] St Pierre, Saint Pierre and Miquelon
Airport: [KVG] Kavieng Airport, Papua New Guinea
Airport: [BUA] Buka Airport, Papua New Guinea
Airport: [GRB] Austin Straubel Intl, United States
Airport: [CPQ] Amarais Airport, Brazil
Airport: [GFK] Grand Forks Intl, United States
Airport: [EZS] Elazig, Turkey
Airport: [DIY] Diyarbakir, Turkey
Airport: [MEG] Malanje, Angola
Airport: [VHC] Saurimo, Angola
Airport: [ARU] Aracatuba, Brazil
Airport: [LBC] Lubeck Blankensee, Germany
Airport: [MEC] Eloy Alfaro Intl, Ecuador
Airport: [CPV] Presidente Joao Suassuna, Brazil
Airport: [JDH] Jodhpur, India
Airport: [LBU] Labuan, Malaysia
Airport: [BMV] Buon Ma Thuot Airport, Vietnam
Airport: [YOJ] High Level, Canada
Airport: [YOP] Rainbow Lake Airport, Canada
Airport: [DGO] Durango Intl, Mexico
Airport: [ETZ] Metz Nancy Lorraine, France
Airport: [ERN] Amaury Feitosa Tomaz Airport, Brazil
Airport: [AGT] Ciudad del Este, Paraguay
Airport: [BVE] La Roche, France
Airport: [RBB] Borba Airport, Brazil
Airport: [MYU] Mekoryuk Airport, United States
Airport: [KSN] Kostanay West Airport, Kazakhstan
Airport: [DIL] Presidente Nicolau Lobato Intl, East Timor
Airport: [YYU] Kapuskasing, Canada
Airport: [ASF] Astrakhan, Russia
Airport: [FUJ] Fukue, Japan
Airport: [ILM] Wilmington Intl, United States
Airport: [EMD] Emerald, Australia
Airport: [PAZ] Tajin, Mexico
Airport: [ZYL] Osmany Intl, Bangladesh
Airport: [PWQ] Pavlodar, Kazakhstan
Airport: [MOT] Minot Intl, United States
Airport: [BIS] Bismarck Municipal Airport, United States
Airport: [TRI] Tri-Cities Regional Airport, United States
Airport: [URT] Surat Thani, Thailand
Airport: [BKG] Branson LLC, United States
Airport: [DSK] Dera Ismael Khan Airport, Pakistan
Airport: [AUX] Araguaina Airport, Brazil
Airport: [RIG] Rio Grande, Brazil
Airport: [AXU] Axum, Ethiopia
Airport: [BSR] Basrah Intl, Iraq
Airport: [PUF] Pau Pyrenees, France
Airport: [MII] Marília Airport, Brazil
Airport: [FEG] Fergana Airport, Uzbekistan
Airport: [UUA] Bugulma Airport, Russia
Airport: [GMB] Gambella, Ethiopia
Airport: [JIM] Jimma, Ethiopia
Airport: [ESM] General Rivadeneira Airport, Ecuador
Airport: [CHU] Chuathbaluk Airport, United States
Airport: [MKK] Molokai, United States
Airport: [PSO] Antonio Narino, Colombia
Airport: [OSY] Namsos Høknesøra Airport, Norway
Airport: [BAX] Barnaul, Russia
Airport: [BMW] Bordj Badji Mokhtar Airport, Algeria
Airport: [LDY] City of Derry, United Kingdom
Airport: [YQU] Grande Prairie, Canada
Airport: [ZCL] General Leobardo C Ruiz Intl, Mexico
Airport: [LCJ] Łódź Władysław Reymont Airport, Poland
Airport: [LGG] Liege, Belgium
Airport: [GXF] Sayun International Airport, Yemen
Airport: [MMY] Miyako, Japan
Airport: [OIA] Ourilandia do Norte Airport, Brazil
Airport: [KSU] Kvernberget, Norway
Airport: [TCD] Tarapacá Airport, Colombia
Airport: [LPD] La Pedrera Airport, Colombia
Airport: [MLN] Melilla, Spain
Airport: [RDV] Red Devil Airport, United States
Airport: [LTO] Loreto Intl, Mexico
Airport: [XGR] Kangiqsualujjuaq (Georges River) Airport, Canada
Airport: [GTA] Gatokae Airport, Solomon Islands
Airport: [RBV] Ramata Airport, Solomon Islands
Airport: [RUS] Marau Airport, Solomon Islands
Airport: [SCZ] Santa Cruz/Graciosa Bay/Luova Airport, Solomon Islands
Airport: [FRE] Fera/Maringe Airport, Solomon Islands
Airport: [AKS] Auki Airport, Solomon Islands
Airport: [AFT] Afutara Airport, Solomon Islands
Airport: [MZV] Mulu, Malaysia
Airport: [CNJ] Cloncurry Airport, Australia
Airport: [QRO] Queretaro Intercontinental, Mexico
Airport: [DLZ] Dalanzadgad Airport, Mongolia
Airport: [MXV] Muren Airport, Mongolia
Airport: [RVT] Ravensthorpe Airport, Australia
Airport: [HVR] Havre City Co, United States
Airport: [CEI] Chiang Rai Intl, Thailand
Airport: [AOR] Sultan Abdul Halim, Malaysia
Airport: [TGG] Sultan Mahmud, Malaysia
Airport: [JOI] Lauro Carneiro De Loyola, Brazil
Airport: [AKI] Akiak Airport, United States
Airport: [CXJ] Campo Dos Bugres, Brazil
Airport: [DLH] Duluth Intl, United States
Airport: [DIG] Diqing Airport, China
