Reading Airport file from airports.txt
There were 5740 Airports with IATA code
Reading Routes file from routes.txt
There were 68292 Routes with IATA code
Airport: [BSG] Bata, Equatorial Guinea
Airport: [TNJ] Kijang, Indonesia
Airport: [SHB] Nakashibetsu, Japan
Airport: [WKJ] Wakkanai, Japan
Airport: [TZA] Belize City Municipal Airport, Belize
Airport: [CYC] Caye Chapel Airport, Belize
Airport: [DGA] Dangriga Airport, Belize
Airport: [NVK] Framnes, Norway
Airport: [VIL] Dakhla Airport, Western Sahara
Airport: [UEO] Kumejima, Japan
Airport: [YCD] Nanaimo, Canada
Airport: [YCG] Castlegar, Canada
Airport: [MLW] Monrovia Spriggs Payne, Liberia
Airport: [TIU] Timaru, New Zealand
Airport: [WSZ] Westport, New Zealand
Airport: [MNI] John A. Osborne Airport, Montserrat
Airport: [CND] Mihail Kogalniceanu, Romania
Airport: [LEN] Leon Airport, Spain
Airport: [UPN] Licenciado Y Gen Ignacio Lopez Rayon, Mexico
Airport: [BJI] Bemidji Regional Airport, United States
Airport: [HGR] Hagerstown Regional Richard A Henson Field, United States
Airport: [GJA] Guanaja, Honduras
Airport: [HNM] Hana, United States
Airport: [KIT] Kithira, Greece
Airport: [RYK] Sheikh Zayed, Pakistan
Airport: [ACH] St Gallen Altenrhein, Switzerland
Airport: [SYM] Simao Airport, China
Airport: [SGU] St George Muni, United States
Airport: [COD] Yellowstone Rgnl, United States
Airport: [LEB] Lebanon Municipal Airport, United States
Airport: [PVC] Provincetown Muni, United States
Airport: [OSD] Östersund Airport, Sweden
Airport: [UTP] U Taphao Intl, Thailand
Airport: [HDN] Yampa Valley, United States
Airport: [GUC] Gunnison - Crested Butte, United States
Airport: [FTU] Tolagnaro, Madagascar
Airport: [BMD] Belo sur Tsiribihina Airport, Madagascar
Airport: [KUV] Kunsan Air Base, South Korea
Airport: [CRA] Craiova, Romania
Airport: [PVA] El Embrujo, Colombia
Airport: [CHG] Chaoyang Airport, China
Airport: [EAS] San Sebastian, Spain
Airport: [DEB] Debrecen, Hungary
Airport: [CAJ] Canaima, Venezuela
Airport: [TRW] Bonriki Intl, Kiribati
Airport: [RTA] Rotuma Airport, Fiji
Airport: [FNJ] Pyongyang Intl, Korea
Airport: [IBA] Ibadan, Nigeria
Airport: [ILR] Ilorin, Nigeria
Airport: [MIU] Maiduguri, Nigeria
Airport: [SKO] Sadiq Abubakar Iii Intl, Nigeria
Airport: [YOL] Yola, Nigeria
Airport: [CJL] Chitral Airport, Pakistan
Airport: [ABM] Bamaga Injinoo, Australia
Airport: [HID] Horn Island Airport, Australia
Airport: [LCH] Lake Charles Rgnl, United States
Airport: [CLL] Easterwood Fld, United States
Airport: [BRO] Brownsville South Padre Island Intl, United States
Airport: [TYR] Tyler Pounds Rgnl, United States
Airport: [TEN] Tongren, China
Airport: [VDH] Dong Hoi, Vietnam
Airport: [VCL] Chu Lai, Vietnam
Airport: [TBB] Dong Tac, Vietnam
Airport: [UIH] Phu Cat Airport, Vietnam
Airport: [VSG] Luhansk International Airport, Ukraine
Airport: [OZH] Zaporizhzhia International Airport, Ukraine
Airport: [KWG] Lozuvatka International Airport, Ukraine
Airport: [IPL] Imperial Co, United States
Airport: [DMB] Taraz, Kazakhstan
Airport: [PPK] Petropavlosk South Airport, Kazakhstan
Airport: [DZN] Zhezkazgan Airport, Kazakhstan
Airport: [VXO] Kronoberg, Sweden
Airport: [APN] Alpena County Regional Airport, United States
Airport: [KKE] Kerikeri, New Zealand
Airport: [KAT] Kaitaia, New Zealand
Airport: [MRO] Masterton, New Zealand
Airport: [PPQ] Paraparaumu, New Zealand
Airport: [WHK] Whakatane, New Zealand
Airport: [PEX] Pechora, Russia
Airport: [MXZ] Meixian Airport, China
Airport: [JDF] Francisco De Assis, Brazil
Airport: [CLV] Caldas Novas, Brazil
Airport: [JDR] Aeroporto Prefeito Octavio de Almeida Neves, Brazil
Airport: [DOU] Dourados Airport, Brazil
Airport: [RVD] General leite de Castro Airport, Brazil
Airport: [HSG] Saga Airport, Japan
Airport: [BOY] Bobo Dioulasso, Burkina Faso
Airport: [CSY] Cheboksary Airport, Russia
Airport: [SKX] Saransk Airport, Russia
Airport: [FSM] Fort Smith Rgnl, United States
Airport: [GOQ] Golmud Airport, China
Airport: [GCN] Grand Canyon National Park Airport, United States
Airport: [DBA] Dalbandin Airport, Pakistan
Airport: [TOB] Gamal Abdel Nasser Airport, Libya
Airport: [AEB] Tianyang, China
Airport: [HKK] Hokitika, New Zealand
Airport: [HZH] Liping Airport, China
Airport: [COU] Columbia Rgnl, United States
Airport: [CMI] Champaign, United States
Airport: [MHK] Manhattan Reigonal, United States
Airport: [MAZ] Eugenio Maria De Hostos, Puerto Rico
Airport: [HOF] Al Ahsa, Saudi Arabia
Airport: [URY] Guriat, Saudi Arabia
Airport: [AQI] Qaisumah, Saudi Arabia
Airport: [RAE] Arar, Saudi Arabia
Airport: [SHW] Sharurah, Saudi Arabia
Airport: [AJF] Al-Jawf Domestic Airport, Saudi Arabia
Airport: [DWD] Dawadmi Domestic Airport, Saudi Arabia
Airport: [KGC] Kingscote Airport, Australia
Airport: [CPD] Coober Pedy Airport, Australia
Airport: [CED] Ceduna Airport, Australia
Airport: [OLP] Olympic Dam Airport, Australia
Airport: [PUG] Port Augusta Airport, Australia
Airport: [WYA] Whyalla Airport, Australia
Airport: [FLO] Florence Rgnl, United States
Airport: [PGV] Pitt-Greenville Airport, United States
Airport: [WUZ] Changzhoudao Airport, China
Airport: [SCK] Stockton Metropolitan, United States
Airport: [MMJ] Matsumoto, Japan
Airport: [MLB] Melbourne Intl, United States
Airport: [DAB] Daytona Beach Intl, United States
Airport: [DHM] Kangra Airport, India
Airport: [GOP] Gorakhpur Airport, India
Airport: [DEC] Decatur, United States
Airport: [BRL] Southeast Iowa Regional Airport, United States
Airport: [XMS] Coronel E Carvajal, Ecuador
Airport: [TUA] Teniente Coronel Luis A Mantilla, Ecuador
Airport: [LGQ] Nueva Loja Airport, Ecuador
Airport: [ILD] Lleida-Alguaire Airport, Spain
Airport: [IPH] Sultan Azlan Shah, Malaysia
Airport: [SGS] Sanga Sanga Airport, Philippines
Airport: [TMJ] Termez Airport, Uzbekistan
Airport: [YUM] Yuma Mcas Yuma Intl, United States
Airport: [HBX] Hubli Airport, India
Airport: [ENH] Enshi Airport, China
Airport: [BIM] South Bimini, Bahamas
Airport: [BHJ] Bhuj, India
Airport: [BHU] Bhavnagar, India
Airport: [DIU] Diu Airport, India
Airport: [GRW] Graciosa, Portugal
Airport: [LWB] Greenbrier Valley Airport, United States
Airport: [MQT] Sawyer International Airport, United States
Airport: [VPY] Chimoio Airport, Mozambique
Airport: [BKQ] Blackall, Australia
Airport: [BCI] Barcaldine Airport, Australia
Airport: [CRV] Crotone, Italy
Airport: [OTH] Southwest Oregon Regional Airport, United States
Airport: [LMT] Klamath Falls Airport, United States
Airport: [TAY] Tartu, Estonia
Airport: [KEM] Kemi Tornio, Finland
Airport: [KAJ] Kajaani, Finland
Airport: [KOK] Kruunupyy, Finland
Airport: [MHQ] Mariehamn, Finland
Airport: [POR] Pori, Finland
Airport: [RVN] Rovaniemi, Finland
Airport: [SVL] Savonlinna, Finland
Airport: [NRK] Kungsangen, Sweden
Airport: [HRO] Boone Co, United States
Airport: [OGZ] Beslan Airport, Russia
Airport: [IAR] Tunoshna, Russia
Airport: [AFL] Alta Floresta, Brazil
Airport: [PRH] Phrae, Thailand
Airport: [NAW] Narathiwat, Thailand
Airport: [SNO] Sakon Nakhon, Thailand
Airport: [LOE] Loei, Thailand
Airport: [ROI] Roi Et, Thailand
Airport: [BFV] Buri Ram, Thailand
Airport: [UNN] Ranong, Thailand
Airport: [CJM] Chumphon, Thailand
Airport: [MJZ] Mirny, Russia
Airport: [AJI] Agri Airport, Turkey
Airport: [TCO] La Florida, Colombia
Airport: [MKL] Mc Kellar Sipes Rgnl, United States
Airport: [CZU] Las Brujas, Colombia
Airport: [EJA] Yariguies, Colombia
Airport: [IPI] San Luis, Colombia
Airport: [MZL] La Nubia, Colombia
Airport: [PPN] Guillermo Leon Valencia, Colombia
Airport: [LMC] La Macarena, Colombia
Airport: [VGZ] Villa Garzon Airport, Colombia
Airport: [MZR] Mazar I Sharif, Afghanistan
Airport: [NSH] Noshahr Airport, Iran
Airport: [CQD] Shahre Kord Airport, Iran
Airport: [PQI] Northern Maine Rgnl At Presque Isle, United States
Airport: [MCN] Middle Georgia Rgnl, United States
Airport: [PSJ] Kasiguncu, Indonesia
Airport: [PUM] Pomalaa, Indonesia
Airport: [IPT] Williamsport Rgnl, United States
Airport: [HVN] Tweed-New Haven Airport, United States
Airport: [AGR] Agra, India
Airport: [ACI] Alderney, Guernsey
Airport: [NAH] Naha, Indonesia
Airport: [HVD] Khovd Airport, Mongolia
Airport: [ULG] Olgii Airport, Mongolia
Airport: [GLO] Gloucestershire, United Kingdom
Airport: [RRS] Roros, Norway
Airport: [FDE] Forde Bringeland, Norway
Airport: [EVG] Sveg, Sweden
Airport: [MZH] Merzifon, Turkey
Airport: [DNZ] Cardak, Turkey
Airport: [NAV] Kapadokya, Turkey
Airport: [EDO] Balikesir Korfez Airport, Turkey
Airport: [KCM] Kahramanmaras Airport, Turkey
Airport: [PGX] Bassillac, France
Airport: [KDL] Kardla, Estonia
Airport: [MCV] McArthur River Mine Airport, Australia
Airport: [RDC] Redencao Airport, Brazil
Airport: [SRA] Santa Rosa Airport, Brazil
Airport: [SFT] Skelleftea, Sweden
Airport: [KRY] Karamay Airport, China
Airport: [HHQ] Hua Hin, Thailand
Airport: [PKG] Pulau Pangkor Airport, Malaysia
Airport: [PSE] Mercedita, Puerto Rico
Airport: [ANE] Angers-Loire Airport, France
Airport: [SIF] Simara, Nepal
Airport: [SKH] Surkhet, Nepal
Airport: [ZOS] Canal Bajo Carlos Hott Siebert, Chile
Airport: [GPB] Tancredo Thomaz de Faria Airport, Brazil
Airport: [ARM] Armidale, Australia
Airport: [CAZ] Cobar Airport, Australia
Airport: [OOM] Cooma Snowy Mountains Airport, Australia
Airport: [MHU] Mount Hotham Airport, Australia
Airport: [LSY] Lismore Airport, Australia
Airport: [MRZ] Moree Airport, Australia
Airport: [NAA] Narrabri Airport, Australia
Airport: [TGC] Tanjung Manis Airport, Malaysia
Airport: [WIC] Wick, United Kingdom
Airport: [CAP] Cap Haitien Intl, Haiti
Airport: [MUH] Mersa Matruh, Egypt
Airport: [VDE] Hierro, Spain
Airport: [ANR] Deurne, Belgium
Airport: [PBO] Paraburdoo Airport, Australia
Airport: [KVC] King Cove Airport, United States
Airport: [KFP] False Pass Airport, United States
Airport: [NLG] Nelson Lagoon, United States
Airport: [LRT] Lann Bihoue, France
Airport: [TUR] Tucurui, Brazil
Airport: [BVS] Breves Airport, Brazil
Airport: [IFO] Ivano Frankivsk International Airport, Ukraine
Airport: [YJT] Stephenville, Canada
Airport: [BAY] Tautii Magheraus, Romania
Airport: [OMR] Oradea, Romania
Airport: [SUJ] Satu Mare, Romania
Airport: [SCV] Stefan Cel Mare, Romania
Airport: [ATA] Comandante Fap German Arias Graziani, Peru
Airport: [TBP] Pedro Canga, Peru
Airport: [IGA] Matthew Town, Bahamas
Airport: [MYG] Mayaguana, Bahamas
Airport: [SKU] Skiros, Greece
Airport: [NYT] NAYPYITAW, Burma
Airport: [KSD] Karlstad Airport, Sweden
Airport: [TTT] Fengnin, Taiwan
Airport: [SSY] Mbanza Congo, Angola
Airport: [LUO] Luena, Angola
Airport: [VUS] Veliky Ustyug, Russia
Airport: [BVV] Burevestnik Airport, Russia
Airport: [OHH] Okha Airport, Russia
Airport: [DEE] Mendeleevo, Russia
Airport: [XKH] Xieng Khouang, Laos
Airport: [LXG] Luang Namtha, Laos
Airport: [ODY] Oudomxay, Laos
Airport: [CSO] Magdeburg-Cochstedt, Germany
Airport: [CFN] Donegal Airport, Ireland
Airport: [MSW] Massawa Intl, Eritrea
Airport: [ZAT] Zhaotong Airport, China
Airport: [BSD] Baoshan Airport, China
Airport: [LNJ] Lincang Airport, China
Airport: [WNH] Wenshan Airport, China
Airport: [MFU] Mfuwe, Zambia
Airport: [CIP] Chipata Airport, Zambia
Airport: [MSE] Manston, United Kingdom
Airport: [PHW] Phalaborwa, South Africa
Airport: [PTG] Polokwane International, South Africa
Airport: [PZB] Pietermaritzburg, South Africa
Airport: [RCB] Richards Bay, South Africa
Airport: [UTT] Mthatha, South Africa
Airport: [MTS] Matsapha, Swaziland
Airport: [BUQ] J M Nkomo Intl, Zimbabwe
Airport: [MSU] Moshoeshoe I Intl, Lesotho
Airport: [LAZ] Bom Jesus Da Lapa, Brazil
Airport: [LEC] Chapada Diamantina Airport, Brazil
Airport: [DPO] Devonport Airport, Australia
Airport: [AHU] Cherif El Idrissi, Morocco
Airport: [BJZ] Talavera La Real, Spain
Airport: [TNN] Tainan, Taiwan
Airport: [PYJ] Poliarny Airport, Russia
Airport: [IKS] Tiksi Airport, Russia
Airport: [CYX] Cherskiy Airport, Russia
Airport: [CKH] Chokurdakh Airport, Russia
Airport: [BZO] Bolzano, Italy
Airport: [CZE] Jose Leonardo Chirinos, Venezuela
Airport: [PYH] Casique Aramare, Venezuela
Airport: [SOM] San Tome, Venezuela
Airport: [VLV] Dr Antonio Nicolas Briceno, Venezuela
Airport: [OSI] Osijek, Croatia
Airport: [STC] Saint Cloud Regional Airport, United States
Airport: [PDV] Plovdiv, Bulgaria
Airport: [PRI] Praslin, Seychelles
Airport: [KSF] Kassel Calden, Germany
Airport: [AFS] Sugraly Airport, Uzbekistan
Airport: [GAO] Mariana Grajales, Cuba
Airport: [GER] Rafael Cabrera, Cuba
Airport: [VTU] Hermanos Ameijeiras, Cuba
Airport: [BPX] Qamdo Bangda Airport, China
Airport: [LZY] Nyingchi Airport, China
Airport: [PZI] Panzhihua, China
Airport: [RKZ] Shigatse Peace Airport, China
Airport: [OXF] Kidlington, United Kingdom
Airport: [LLF] Yongzhou Lingling Airport, China
Airport: [SLM] Salamanca, Spain
Airport: [NGQ] Gunsa, China
Airport: [ARK] Arusha, Tanzania
Airport: [MYW] Mtwara, Tanzania
Airport: [RUA] Arua Airport, Uganda
Airport: [LCK] Rickenbacker Intl, United States
Airport: [BLV] Scott Afb Midamerica, United States
Airport: [GYY] Gary Chicago International Airport, United States
Airport: [LUD] Luderitz Airport, Namibia
Airport: [YZY] Mackenzie Airport, Canada
Airport: [GME] Gomel, Belarus
Airport: [GNA] Hrodno Airport, Belarus
Airport: [BQT] Brest, Belarus
Airport: [WAT] Waterford, Ireland
Airport: [KGT] Kangding Airport, China
Airport: [OGL] Ogle, Guyana
Airport: [PJG] Panjgur, Pakistan
Airport: [SHM] Nanki Shirahama, Japan
Airport: [MBE] Monbetsu, Japan
Airport: [IZO] Izumo, Japan
Airport: [TTJ] Tottori, Japan
Airport: [HAC] Hachijojima, Japan
Airport: [OIM] Oshima, Japan
Airport: [NTQ] Noto, Japan
Airport: [MYE] Miyakejima Airport, Japan
Airport: [SYO] Shonai Airport, Japan
Airport: [ONJ] Odate Noshiro Airport, Japan
Airport: [AMH] Arba Minch, Ethiopia
Airport: [BJR] Bahir Dar, Ethiopia
Airport: [ASO] Asosa, Ethiopia
Airport: [PYY] Pai, Thailand
Airport: [LCX] Longyan Airport, China
Airport: [LDU] Lahad Datu, Malaysia
Airport: [JOS] Yakubu Gowon, Nigeria
Airport: [KAD] Kaduna, Nigeria
Airport: [BMU] Muhammad Salahuddin, Indonesia
Airport: [GJL] Jijel, Algeria
Airport: [TEE] Cheikh Larbi Tebessi, Algeria
Airport: [MUW] Ghriss, Algeria
Airport: [TGR] Sidi Mahdi, Algeria
Airport: [LOO] Laghouat, Algeria
Airport: [ELU] Guemar Airport, Algeria
Airport: [AXK] Ataq, Yemen
Airport: [MVR] Salak, Cameroon
Airport: [GOU] Garoua, Cameroon
Airport: [FRS] Mundo Maya International, Guatemala
Airport: [GNS] Binaka, Indonesia
Airport: [LSW] Malikus Saleh Airport, Indonesia
Airport: [CGM] Camiguin Airport, Philippines
Airport: [NYI] Sunyani, Ghana
Airport: [RRG] Plaine Corail, Mauritius
Airport: [SJI] Antique, Philippines
Airport: [VRC] Virac Airport, Philippines
Airport: [CYZ] Cauayan Airport, Philippines
Airport: [CTM] Chetumal Intl, Mexico
Airport: [CVM] General Pedro Jose Mendez Intl, Mexico
Airport: [LZC] Lazaro Cardenas, Mexico
Airport: [MTT] Minatitlan, Mexico
Airport: [NLD] Quetzalcoatl Intl, Mexico
Airport: [TAP] Tapachula Intl, Mexico
Airport: [JAL] Lencero Airport, Mexico
Airport: [YYF] Penticton, Canada
Airport: [YZP] Sandspit, Canada
Airport: [ZMT] Masset Airport, Canada
Airport: [YPW] Powell River Airport, Canada
Airport: [YZZ] Trail Airport, Canada
Airport: [HAQ] Hanimaadhoo Airport, Maldives
Airport: [MSS] Massena Intl Richards Fld, United States
Airport: [OGS] Ogdensburg Intl, United States
Airport: [IWD] Gogebic Iron County Airport, United States
Airport: [HIB] Chisholm Hibbing, United States
Airport: [FOD] Fort Dodge Rgnl, United States
Airport: [ABR] Aberdeen Regional Airport, United States
Airport: [MCW] Mason City Municipal, United States
Airport: [ELF] El Fashir, Sudan
Airport: [YKM] Yakima Air Terminal McAllister Field, United States
Airport: [ALW] Walla Walla Regional Airport, United States
Airport: [EAT] Pangborn Field, United States
Airport: [MUE] Waimea Kohala, United States
Airport: [GHT] Ghat, Libya
Airport: [LTD] Ghadames East, Libya
Airport: [QUB] Ubari Airport, Libya
Airport: [SRX] Gardabya Airport, Libya
Airport: [CDC] Cedar City Rgnl, United States
Airport: [BTM] Bert Mooney Airport, United States
Airport: [TWF] Magic Valley Regional Airport, United States
Airport: [PIH] Pocatello Regional Airport, United States
Airport: [EKO] Elko Regional Airport, United States
Airport: [WYS] Yellowstone Airport, United States
Airport: [YLL] Lloydminster, Canada
Airport: [YQL] Lethbridge, Canada
Airport: [YXH] Medicine Hat, Canada
Airport: [SAB] Juancho E. Yrausquin, Netherlands Antilles
Airport: [PWE] Pevek, Russia
Airport: [VIN] Vinnitsa, Ukraine
Airport: [SHL] Shillong Airport, India
Airport: [RIW] Riverton Regional, United States
Airport: [FMN] Four Corners Rgnl, United States
Airport: [TEX] Telluride, United States
Airport: [CEZ] Cortez Muni, United States
Airport: [SHR] Sheridan County Airport, United States
Airport: [LAR] Laramie Regional Airport, United States
Airport: [EAR] Kearney Municipal Airport, United States
Airport: [ALS] San Luis Valley Regional Airport, United States
Airport: [VEL] Vernal Regional Airport, United States
Airport: [WJU] Wonju Airport, South Korea
Airport: [PPG] Pago Pago Intl, American Samoa
Airport: [ZBF] Bathurst Airport, Canada
Airport: [GGG] East Texas Rgnl, United States
Airport: [GCK] Garden City Rgnl, United States
Airport: [BPT] Southeast Texas Rgnl, United States
Airport: [SPS] Sheppard Afb Wichita Falls Muni, United States
Airport: [ACT] Waco Rgnl, United States
Airport: [SJT] San Angelo Rgnl Mathis Fld, United States
Airport: [ABI] Abilene Rgnl, United States
Airport: [ROW] Roswell Intl Air Center, United States
Airport: [TXK] Texarkana Rgnl Webb Fld, United States
Airport: [LAW] Lawton-Fort Sill Regional Airport, United States
Airport: [JLN] Joplin Rgnl, United States
Airport: [RKE] Roskilde, Denmark
Airport: [CAH] Ca Mau, Vietnam
Airport: [VCS] Co Ong Airport, Vietnam
Airport: [ODO] Bodaibo, Russia
Airport: [ROP] Rota Intl, Northern Mariana Islands
Airport: [KOV] Kokshetau Airport, Kazakhstan
Airport: [CNM] Cavern City Air Terminal, United States
Airport: [LAM] Los Alamos Airport, United States
Airport: [AKF] Kufra, Libya
Airport: [RIS] Rishiri, Japan
Airport: [GIL] Gilgit, Pakistan
Airport: [KDU] Skardu Airport, Pakistan
Airport: [HOB] Lea Co Rgnl, United States
Airport: [VCT] Victoria Regional Airport, United States
Airport: [DIN] Dien Bien Phu Airport, Vietnam
Airport: [RAH] Rafha, Saudi Arabia
Airport: [TUI] Turaif, Saudi Arabia
Airport: [ULH] Prince Abdul Majeed Airport, Saudi Arabia
Airport: [MWA] Williamson Country Regional Airport, United States
Airport: [JBR] Jonesboro Muni, United States
Airport: [TBN] Waynesville Rgnl Arpt At Forney Fld, United States
Airport: [UIN] Quincy Regional Baldwin Field, United States
Airport: [IRK] Kirksville Regional Airport, United States
Airport: [CGI] Cape Girardeau Regional Airport, United States
Airport: [APF] Naples Muni, United States
Airport: [IAA] Igarka Airport, Russia
Airport: [INI] Nis, Serbia
Airport: [DYR] Ugolny Airport, Russia
Airport: [PES] Petrozavodsk Airport, Russia
Airport: [ESL] Elista Airport, Russia
Airport: [ULY] Ulyanovsk East Airport, Russia
Airport: [OSW] Orsk Airport, Russia
Airport: [PEZ] Penza Airport, Russia
Airport: [KVK] Kirovsk-Apatity Airport, Russia
Airport: [RGK] Gorno-Altaysk Airport, Russia
Airport: [GBB] Qabala Airport, Azerbaijan
Airport: [RJH] Shah Mokhdum, Bangladesh
Airport: [LYH] Lynchburg Regional Preston Glenn Field, United States
Airport: [PKB] Mid-Ohio Valley Regional Airport, United States
Airport: [CLD] McClellan-Palomar Airport, United States
Airport: [IYK] Inyokern Airport, United States
Airport: [VIS] Visalia Municipal Airport, United States
Airport: [MCE] Merced Municipal Airport, United States
Airport: [UDJ] Uzhhorod International Airport, Ukraine
Airport: [FUO] Foshan, China
Airport: [BFJ] Bijie Feixiong Airport, China
Airport: [KNU] Kanpur, India
Airport: [LUH] Ludhiana, India
Airport: [DHN] Dothan Rgnl, United States
Airport: [CSG] Columbus Metropolitan Airport, United States
Airport: [GTR] Golden Triangle Regional Airport, United States
Airport: [MEI] Key Field, United States
Airport: [VLD] Valdosta Regional Airport, United States
Airport: [PIB] Hattiesburg Laurel Regional Airport, United States
Airport: [MSL] Northwest Alabama Regional Airport, United States
Airport: [BQK] Brunswick Golden Isles Airport, United States
Airport: [ABY] Southwest Georgia Regional Airport, United States
Airport: [KME] Kamembe, Rwanda
Airport: [IXG] Belgaum, India
Airport: [PNY] Pondicherry, India
Airport: [MYQ] Mysore Airport, India
Airport: [EJH] Wejh, Saudi Arabia
Airport: [TEQ] Tekirdağ Çorlu Airport, Turkey
Airport: [PDT] Eastern Oregon Regional Airport, United States
Airport: [CVJ] General Mariano Matamoros, Mexico
Airport: [JGA] Jamnagar, India
Airport: [NDC] Nanded Airport, India
Airport: [ESC] Delta County Airport, United States
Airport: [PLN] Pellston Regional Airport of Emmet County Airport, United States
Airport: [CIU] Chippewa County International Airport, United States
Airport: [SUX] Sioux Gateway Col Bud Day Fld, United States
Airport: [ART] Watertown Intl, United States
Airport: [PAH] Barkley Regional Airport, United States
Airport: [DBQ] Dubuque Rgnl, United States
Airport: [MKG] Muskegon County Airport, United States
Airport: [EAU] Chippewa Valley Regional Airport, United States
Airport: [CMX] Houghton County Memorial Airport, United States
Airport: [ALO] Waterloo Regional Airport, United States
Airport: [YGK] Kingston, Canada
Airport: [YZR] Chris Hadfield, Canada
Airport: [ZIG] Ziguinchor, Senegal
Airport: [IVL] Ivalo, Finland
Airport: [JOE] Joensuu, Finland
Airport: [KAO] Kuusamo, Finland
Airport: [KUO] Kuopio, Finland
Airport: [KHS] Khasab, Oman
Airport: [CWC] Chernivtsi International Airport, Ukraine
Airport: [DND] Dundee, United Kingdom
Airport: [DOL] St Gatien, France
Airport: [GMZ] La Gomera Airport, Spain
Airport: [LNS] Lancaster Airport, United States
Airport: [BKW] Raleigh County Memorial Airport, United States
Airport: [SHD] Shenandoah Valley Regional Airport, United States
Airport: [FLG] Flagstaff Pulliam Airport, United States
Airport: [SVC] Grant County Airport, United States
Airport: [SOW] Show Low Regional Airport, United States
Airport: [CIC] Chico Muni, United States
Airport: [MOD] Modesto City Co Harry Sham, United States
Airport: [RDD] Redding Muni, United States
Airport: [AUG] Augusta State, United States
Airport: [RKD] Knox County Regional Airport, United States
Airport: [SLK] Adirondack Regional Airport, United States
Airport: [RUT] Rutland State Airport, United States
Airport: [LPT] Lampang, Thailand
Airport: [KKC] Khon Kaen, Thailand
Airport: [THS] Sukhothai, Thailand
Airport: [TDX] Trat, Thailand
Airport: [MBL] Manistee County-Blacker Airport, United States
Airport: [SLN] Salina Municipal Airport, United States
Airport: [BDU] Bardufoss, Norway
Airport: [VDB] Leirin, Norway
Airport: [SRP] Sorstokken, Norway
Airport: [GEV] Gallivare, Sweden
Airport: [OER] Ornskoldsvik, Sweden
Airport: [KRN] Kiruna, Sweden
Airport: [NAJ] Nakhchivan Airport, Azerbaijan
Airport: [ISE] Isparta Süleyman Demirel Airport, Turkey
Airport: [ADF] Adiyaman Airport, Turkey
Airport: [URE] Kuressaare, Estonia
Airport: [SKE] Geiteryggen, Norway
Airport: [AGX] Agatti, India
Airport: [LWN] Gyumri, Armenia
Airport: [LPY] Loudes, France
Airport: [AUR] Aurillac, France
Airport: [LAI] Lannion, France
Airport: [OZZ] Ouarzazate, Morocco
Airport: [KOS] Sihanoukville, Cambodia
Airport: [IOA] Ioannina, Greece
Airport: [KSO] Aristotelis, Greece
Airport: [KZI] Filippos, Greece
Airport: [MLO] Milos, Greece
Airport: [JNX] Naxos, Greece
Airport: [PAS] Paros, Greece
Airport: [JSY] Syros Airport, Greece
Airport: [AHN] Athens Ben Epps Airport, United States
Airport: [TCG] Tacheng Airport, China
Airport: [JKG] Jonkoping, Sweden
Airport: [CBG] Cambridge, United Kingdom
Airport: [ILY] Islay, United Kingdom
Airport: [TRE] Tiree, United Kingdom
Airport: [BRR] Barra Airport, United Kingdom
Airport: [CAL] Campbeltown Airport, United Kingdom
Airport: [TOE] Nefta, Tunisia
Airport: [BWK] Brac, Croatia
Airport: [RJL] Logroño-Agoncillo Airport, Spain
Airport: [ARW] Arad, Romania
Airport: [YNY] Yangyang International Airport, South Korea
Airport: [SOB] Sármellék International Airport, Hungary
Airport: [LPI] Saab, Sweden
Airport: [KRP] Karup, Denmark
Airport: [RNN] Bornholm Ronne, Denmark
Airport: [SGD] Sonderborg, Denmark
Airport: [OHD] Ohrid, Macedonia
Airport: [YUS] Yushu Batang, China
Airport: [EPL] Mirecourt, France
Airport: [MCM] Monaco, Monaco
Airport: [AOE] Anadolu Airport, Turkey
Airport: [DIJ] Longvic, France
Airport: [BNX] Banja Luka International Airport, Bosnia and Herzegovina
Airport: [TCP] Taba Intl, Egypt
Airport: [RGS] Burgos Airport, Spain
Airport: [KZS] Kastelorizo, Greece
Airport: [THQ] Tianshui Airport, China
Airport: [HFN] Hornafjordur, Iceland
Airport: [HZK] Husavik, Iceland
Airport: [PFJ] Patreksfjordur, Iceland
Airport: [SIJ] Siglufjordur, Iceland
Airport: [VEY] Vestmannaeyjar, Iceland
Airport: [YAV] Winnipeg St Andrews, Canada
Airport: [YAW] Shearwater, Canada
Airport: [YAZ] Tofino, Canada
Airport: [YBB] Kugaaruk, Canada
Airport: [YBR] Brandon Muni, Canada
Airport: [YCH] Miramichi, Canada
Airport: [YCT] Coronation, Canada
Airport: [YCW] Chilliwack, Canada
Airport: [YDA] Dawson City, Canada
Airport: [YDB] Burwash, Canada
Airport: [YDC] Princeton, Canada
Airport: [YDL] Dease Lake, Canada
Airport: [YDN] Dauphin Barker, Canada
Airport: [YEN] Estevan, Canada
Airport: [YET] Edson, Canada
Airport: [YEU] Eureka, Canada
Airport: [YFR] Fort Resolution, Canada
Airport: [YHB] Hudson Bay, Canada
Airport: [YIB] Atikokan Muni, Canada
Airport: [YJN] St Jean, Canada
Airport: [YKY] Kindersley, Canada
Airport: [YKZ] Buttonville Muni, Canada
Airport: [YLD] Chapleau, Canada
Airport: [YLJ] Meadow Lake, Canada
Airport: [YLT] Alert, Canada
Airport: [YMA] Mayo, Canada
